trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
520,False,"{'a': 0.19999999999999973, 'e': 0.12493021219858241}",20,14,-1.2686618647133847,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.19999999999999973, 'e': 0.12443148946022826}",20,12,2.366229993718658,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.19999999999999973, 'e': 0.12393475762836002}",20,10,18.131548215766546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.19999999999999973, 'e': 0.12344000875525778}",30,16,28.908079449308353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.19999999999999973, 'e': 0.122947234924929}",20,15,8.18989609087996,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.19999999999999973, 'e': 0.1224564282529819}",30,16,28.251217356588516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.19999999999999973, 'e': 0.12196758088649925}",20,2,17.962681140405493,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.19999999999999973, 'e': 0.12148068500391276}",25,15,19.753057408432717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.19999999999999973, 'e': 0.12099573281487792}",25,16,9.916802115204197,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.19999999999999973, 'e': 0.12051271656014938}",25,11,19.134476578385943,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.19999999999999973, 'e': 0.12003162851145673}",20,14,10.801907994529527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.19999999999999973, 'e': 0.11955246097138093}",20,12,3.964316757478875,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.19999999999999973, 'e': 0.11907520627323114}",20,12,18.10169219983441,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.19999999999999973, 'e': 0.11859985678092198}",20,10,11.990327030957728,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.19999999999999973, 'e': 0.11812640488885146}",20,9,22.050878201069153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.19999999999999973, 'e': 0.11765484302177918}",25,12,25.370530507163867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.19999999999999973, 'e': 0.11718516363470523}",20,12,13.254280699355274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.19999999999999973, 'e': 0.11671735921274938}",20,7,-40.75495396480529,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
538,False,"{'a': 0.19999999999999973, 'e': 0.11625142227103091}",35,16,23.06229039567289,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.19999999999999973, 'e': 0.1157873453545488}",30,12,18.582880261424105,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.19999999999999973, 'e': 0.11532512103806251}",30,18,26.454003433829275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.19999999999999973, 'e': 0.11486474192597308}",25,16,17.408628116507842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.19999999999999973, 'e': 0.11440620065220493}",25,13,25.82273571982277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.19999999999999973, 'e': 0.11394948988008788}",20,3,28.565142740754883,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.19999999999999973, 'e': 0.11349460230223983}",20,16,7.293825551253559,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.19999999999999973, 'e': 0.11304153064044985}",20,11,16.267302230291858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.19999999999999973, 'e': 0.11259026764556165}",20,6,26.17042551739727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.19999999999999973, 'e': 0.11214080609735771}",25,19,11.637614225447148,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.19999999999999973, 'e': 0.11169313880444368}",35,20,26.69884411317065,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.19999999999999973, 'e': 0.1112472586041333}",25,16,4.518507668055964,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.19999999999999973, 'e': 0.11080315836233387}",25,5,20.6468420492438,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.19999999999999973, 'e': 0.11036083097343202}",20,0,8.253141163016325,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
552,False,"{'a': 0.19999999999999973, 'e': 0.10992026936018012}",25,16,20.817700328889668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.19999999999999973, 'e': 0.10948146647358296}",20,16,8.270384069260722,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.19999999999999973, 'e': 0.10904441529278498}",20,10,4.826256246861931,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.19999999999999973, 'e': 0.10860910882495796}",25,14,18.89505028602344,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.19999999999999973, 'e': 0.10817554010518914}",20,15,9.228369014613659,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.19999999999999973, 'e': 0.10774370219636975}",30,22,10.360769267923772,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.19999999999999973, 'e': 0.10731358818908403}",30,16,4.027452590394845,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
559,False,"{'a': 0.19999999999999973, 'e': 0.1068851912014987}",20,0,31.527296308887237,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
560,False,"{'a': 0.19999999999999973, 'e': 0.1064585043792528}",25,18,13.16511316969857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.19999999999999973, 'e': 0.1060335208953481}",35,24,20.574743129947358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.19999999999999973, 'e': 0.10561023395003975}",20,12,2.990754411531909,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.19999999999999973, 'e': 0.10518863677072765}",30,14,27.945754478921636,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.19999999999999973, 'e': 0.10476872261184789}",25,19,12.267781035444774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.19999999999999973, 'e': 0.104350484754765}",30,18,14.538335678449805,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.19999999999999973, 'e': 0.10393391650766431}",30,19,-23.636789995490442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
567,False,"{'a': 0.19999999999999973, 'e': 0.10351901120544502}",30,5,-23.456785828998413,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
568,False,"{'a': 0.19999999999999973, 'e': 0.10310576220961341}",30,16,-28.678548479882508,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
569,False,"{'a': 0.19999999999999973, 'e': 0.10269416290817676}",25,13,4.495421099910535,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
570,False,"{'a': 0.19999999999999973, 'e': 0.10228420671553744}",20,0,-7.45345014349231,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.19999999999999973, 'e': 0.10187588707238764}",20,12,15.408901949471035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.19999999999999973, 'e': 0.10146919744560434}",20,6,19.350620035269586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.19999999999999973, 'e': 0.10106413132814486}",20,14,10.500584691405889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.19999999999999973, 'e': 0.10066068223894266}",20,3,25.368278847187288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.19999999999999973, 'e': 0.1002588437228037}",20,11,17.008003656662822,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.19999999999999973, 'e': 0.09985860935030318}",35,21,29.85875673307508,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.19999999999999973, 'e': 0.09945997271768262}",20,3,-32.624240534999174,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
578,False,"{'a': 0.19999999999999973, 'e': 0.09906292744674731}",20,10,18.47847740393383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.19999999999999973, 'e': 0.0986674671847645}",25,12,25.15358467737307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.19999999999999973, 'e': 0.09827358560436154}",30,16,18.81648570494737,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.19999999999999973, 'e': 0.09788127640342477}",20,12,14.512951544559566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.19999999999999973, 'e': 0.09749053330499859}",20,6,19.932509444440964,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.19999999999999973, 'e': 0.09710135005718508}",25,18,12.022196878180335,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.19999999999999973, 'e': 0.09671372043304398}",20,14,11.26395694502811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.19999999999999973, 'e': 0.09632763823049303}",20,3,27.788737444375926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.19999999999999973, 'e': 0.09594309727220877}",30,16,24.8505415841161,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.19999999999999973, 'e': 0.09556009140552765}",25,10,31.6404782197579,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.19999999999999973, 'e': 0.09517861450234763}",20,12,15.17464602293746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.19999999999999973, 'e': 0.09479866045903014}",25,16,16.676279909780224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.19999999999999973, 'e': 0.09442022319630235}",20,14,12.973290959348962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.19999999999999973, 'e': 0.09404329665916}",20,7,14.323128344520136,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.19999999999999973, 'e': 0.09366787481677047}",20,4,5.617182624790354,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
593,False,"{'a': 0.19999999999999973, 'e': 0.09329395166237625}",25,12,23.382429150491216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.19999999999999973, 'e': 0.0929215212131989}",30,8,29.486519858449107,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.19999999999999973, 'e': 0.09255057751034329}",25,14,21.386521586319915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.19999999999999973, 'e': 0.09218111461870225}",20,12,15.682676529126068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.19999999999999973, 'e': 0.09181312662686165}",25,17,15.170805838284547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.19999999999999973, 'e': 0.09144660764700575}",20,4,26.124237949656802,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.19999999999999973, 'e': 0.09108155181482308}",20,8,21.478556742470378,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.19999999999999973, 'e': 0.09071795328941251}",25,13,26.988133142735624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.19999999999999973, 'e': 0.0903558062531899}",20,14,11.787834203664946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.19999999999999973, 'e': 0.08999510491179491}",20,16,8.535320208095392,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.19999999999999973, 'e': 0.08963584349399842}",25,8,15.974233889434634,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.19999999999999973, 'e': 0.08927801625161007}",20,10,17.569503117848733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.19999999999999973, 'e': 0.08892161745938634}",20,6,24.845254241893194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.19999999999999973, 'e': 0.08856664141493896}",20,8,-19.08793002846369,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
607,False,"{'a': 0.19999999999999973, 'e': 0.08821308243864363}",20,12,15.944867571709178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.19999999999999973, 'e': 0.0878609348735492}",20,13,10.681395442465192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.19999999999999973, 'e': 0.08751019308528712}",25,20,10.445549790471222,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.19999999999999973, 'e': 0.0871608514619813}",25,16,15.941201406164046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.19999999999999973, 'e': 0.08681290441415829}",20,16,6.575924718148665,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.19999999999999973, 'e': 0.08646634637465792}",20,13,6.779469638375457,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.19999999999999973, 'e': 0.08612117179854416}",20,10,-23.0194092542029,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
614,False,"{'a': 0.19999999999999973, 'e': 0.08577737516301644}",30,21,7.035559221358399,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.19999999999999973, 'e': 0.08543495096732123}",25,17,16.901371103089158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.19999999999999973, 'e': 0.08509389373266411}",25,7,24.02474724203469,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.19999999999999973, 'e': 0.08475419800212207}",20,12,9.264273478099986,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.19999999999999973, 'e': 0.08441585834055614}",30,16,15.04053339389533,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.19999999999999973, 'e': 0.08407886933452453}",25,13,20.40834980971247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.19999999999999973, 'e': 0.08374322559219596}",30,19,20.268832501896053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.19999999999999973, 'e': 0.08340892174326339}",20,13,12.477455898796567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.19999999999999973, 'e': 0.0830759524388581}",25,3,22.686624334603167,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.19999999999999973, 'e': 0.08274431235146412}",20,9,18.75953045659689,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.19999999999999973, 'e': 0.08241399617483297}",20,1,-5.69470583152994,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
625,False,"{'a': 0.19999999999999973, 'e': 0.0820849986238988}",30,21,18.674372289737743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.19999999999999973, 'e': 0.08175731443469375}",20,10,20.22588426937152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.19999999999999973, 'e': 0.08143093836426381}",25,19,10.466435194404754,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.19999999999999973, 'e': 0.0811058651905849}",25,12,24.906592080122063,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.19999999999999973, 'e': 0.08078208971247929}",25,20,8.997757670847388,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.19999999999999973, 'e': 0.08045960674953244}",35,20,16.21411268722064,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.19999999999999973, 'e': 0.08013841114201005}",35,24,24.550955747491912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.19999999999999973, 'e': 0.07981849775077554}",20,13,11.341663993509407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.19999999999999973, 'e': 0.07949986145720786}",20,16,6.879879216774923,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.19999999999999973, 'e': 0.07918249716311948}",20,12,17.89498336986895,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.19999999999999973, 'e': 0.07886639979067495}",20,12,-39.692165709762186,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
636,False,"{'a': 0.19999999999999973, 'e': 0.07855156428230954}",30,19,23.04059854586618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.19999999999999973, 'e': 0.07823798560064842}",20,14,9.525589534022997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.19999999999999973, 'e': 0.077925658728426}",25,15,18.779586443809162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.19999999999999973, 'e': 0.07761457866840563}",20,8,20.846248006201023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.19999999999999973, 'e': 0.07730474044329974}",20,15,10.81126633044504,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.19999999999999973, 'e': 0.07699613909569011}",20,0,34.56503156622634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
642,False,"{'a': 0.19999999999999973, 'e': 0.0766887696879486}",35,15,35.85365557778214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.19999999999999973, 'e': 0.07638262730215813}",25,12,22.290749889975675,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.19999999999999973, 'e': 0.07607770704003398}",30,18,1.583252016640661,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.19999999999999973, 'e': 0.07577400402284548}",25,0,26.60379604328372,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
646,False,"{'a': 0.19999999999999973, 'e': 0.07547151339133784}",20,11,17.773606865951322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.19999999999999973, 'e': 0.07517023030565453}",25,6,17.509694181233254,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.19999999999999973, 'e': 0.07487014994525974}",30,23,16.62065072643632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.19999999999999973, 'e': 0.07457126750886131}",30,13,32.15197539009536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.19999999999999973, 'e': 0.07427357821433388}",25,13,25.061494142775878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.19999999999999973, 'e': 0.07397707729864236}",20,13,15.753998004221545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.19999999999999973, 'e': 0.07368176001776583}",25,18,13.124789756241215,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.19999999999999973, 'e': 0.07338762164662144}",25,18,13.663575740182017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.19999999999999973, 'e': 0.07309465747898901}",25,17,6.401779176018667,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.19999999999999973, 'e': 0.07280286282743559}",25,10,25.274581691790658,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.19999999999999973, 'e': 0.07251223302324053}",20,12,16.292924036877306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.19999999999999973, 'e': 0.07222276341632078}",30,17,26.119756389678358,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.19999999999999973, 'e': 0.07193444937515645}",25,15,17.38612077656653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.19999999999999973, 'e': 0.07164728628671672}",20,6,23.68374580155613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.19999999999999973, 'e': 0.07136126955638605}",25,10,27.14583195788381,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.19999999999999973, 'e': 0.07107639460789066}",20,3,-32.714725219237,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
662,False,"{'a': 0.19999999999999973, 'e': 0.0707926568832253}",30,16,8.24731702772833,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.19999999999999973, 'e': 0.0705100518425803}",20,9,23.391061213416418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.19999999999999973, 'e': 0.07022857496426901}",20,5,13.980431973021508,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.19999999999999973, 'e': 0.06994822174465536}",30,0,3.3942324929201257,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
666,False,"{'a': 0.19999999999999973, 'e': 0.06966898769808184}",20,3,28.161814005323194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.19999999999999973, 'e': 0.06939086835679777}",20,9,9.363741853494282,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.19999999999999973, 'e': 0.06911385927088774}",20,15,9.27930269810646,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.19999999999999973, 'e': 0.06883795600820049}",20,13,14.802762046848626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.19999999999999973, 'e': 0.06856315415427791}",25,11,29.0096761040631,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.19999999999999973, 'e': 0.06828944931228448}",20,0,15.008406502419321,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
672,False,"{'a': 0.19999999999999973, 'e': 0.06801683710293688}",25,20,8.11760008471596,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.19999999999999973, 'e': 0.06774531316443397}",20,15,9.643226329777674,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.19999999999999973, 'e': 0.0674748731523869}",20,13,17.43216710168768,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.19999999999999973, 'e': 0.06720551273974976}",20,5,31.6397759508616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.19999999999999973, 'e': 0.06693722761675015}",20,13,14.097466216058258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.19999999999999973, 'e': 0.06667001349082043}",30,13,35.718229342109474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.19999999999999973, 'e': 0.06640386608652883}",20,13,14.5703907225883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.19999999999999973, 'e': 0.06613878114551125}",20,2,23.930185414387836,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.19999999999999973, 'e': 0.06587475442640295}",20,9,19.194382755667554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.19999999999999973, 'e': 0.0656117817047708}",20,10,18.545392642449084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.19999999999999973, 'e': 0.06534985877304565}",20,11,16.243679556192376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.19999999999999973, 'e': 0.065088981440455}",20,0,16.05397674910231,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
684,False,"{'a': 0.19999999999999973, 'e': 0.06482914553295596}",20,5,23.97248741881555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.19999999999999973, 'e': 0.06457034689316847}",25,17,-35.546966977433854,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
686,False,"{'a': 0.19999999999999973, 'e': 0.06431258138030878}",20,11,18.844892815866423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.19999999999999973, 'e': 0.06405584487012317}",25,11,27.18533746771593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.19999999999999973, 'e': 0.063800133254822}",20,10,18.475316547688692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.19999999999999973, 'e': 0.063545442443014}",20,7,23.403826028638466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.19999999999999973, 'e': 0.0632917683596407}",20,13,14.488594750334961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.19999999999999973, 'e': 0.0630391069459114}",20,8,24.15657902717823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.19999999999999973, 'e': 0.06278745415923806}",25,5,26.58578863635377,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.19999999999999973, 'e': 0.06253680597317074}",30,20,22.274281804557795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
